1482,1361
1402,134
2205,192
1811,1635
957,1194
358,740
478,250
2103,2103
385,1314
1748,1585
1143,965
1718,2067
2119,2113
2105,2006
665,729
1519,1730
1603,1450
1204,779
1041,1238
1902,2088
1662,1062
847,787
2010,422
1297,1264
1516,1478
1998,1470
2220,392
1591,2052
1440,2050
899,2080
550,745
2048,1213
550,715
389,463
164,163
1635,1536
673,731
1739,725
1259,1725
428,1088
1902,1901
1785,1678
957,957
1352,1633
1999,1548
758,1430
2112,1964
1481,36
251,191
1227,1471
713,1044
2256,83
2139,2168
89,1121
1240,1441
1817,2042
1899,1707
400,476
1368,1451
1550,1539
72,465
581,350
478,476
1973,2234
274,1949
419,93
1705,1828
1720,1812
1706,235
1991,468
61,634
836,853
2270,1904
1811,2192
614,485
267,267
1983,2042
59,882
1282,1284
818,1913
1426,2011
721,1270
1570,1566
2267,1731
1619,86
1307,280
896,993
1309,1310
1250,1157
1095,392
139,627
522,626
431,2143
2121,2007
1036,989
1483,1393
1763,1887
1752,2021
1393,217
1028,944
1246,1147
1756,1761
1378,1171
1536,1867
1634,2241
2092,1903
2209,1393
59,480
1768,2091
1853,1622
258,211
884,511
1873,668
636,1240
35,647
669,1197
1795,2182
1832,1634
550,484
670,670
2186,83
1454,29
1992,1156
1752,1385
115,1314
927,1123
468,516
1088,64
655,172
1245,1057
395,537
502,135
1798,1516
487,1879
1433,967
3,1447
2002,375
54,626
1558,115
1384,199
421,423
408,465
1191,364
381,583
667,1088
596,1345
886,1152
1041,1264
1531,1973
2112,2113
1880,1996
1198,967
2035,1407
1136,565
999,1441
1980,1288
468,1153
1398,2192
1642,2050
1969,477
1684,1984
1153,916
681,952
24,513
1196,1053
954,766
1129,378
2167,1830
1362,932
2136,221
347,1369
1576,1071
2259,41
57,1447
1553,1152
1914,513
750,1042
506,1973
1672,1850
51,473
512,513
407,844
2138,934
1236,967
550,1170
1120,1952
177,481
1558,497
1711,1712
1692,1961
1872,1846
1405,60
504,632
270,437
542,486
848,1349
2230,623
863,863
39,1240
932,513
1606,1617
759,192
1059,2253
689,1117
29,1454
1067,1485
962,242
423,476
2181,74
1970,1398
1121,1302
503,634
1175,130
693,1023
760,1327
1453,2237
176,626
1786,161
1964,304
1632,1385
1276,491
1326,1326
666,1156
1927,1908
886,528
100,367
2173,1851
850,476
856,950
473,476
1034,684
103,634
539,2013
539,418
2032,1240
638,219
174,75
880,881
2207,1685
948,607
1866,1525
1972,933
1531,20
293,64
1408,412
57,1579
1824,1862
1422,1920
234,1797
1826,1980
387,2246
1873,473
89,2056
1201,115
1844,534
20,162
1593,1407
1964,2112
92,91
1810,326
1635,1525
319,465
1484,989
821,1088
1590,467
1663,1706
1617,170
1332,60
177,485
16,364
1106,1334
199,1074
2081,1130
862,844
258,258
1593,1681
550,1240
517,468
502,261
335,162
1232,1462
1212,1212
1153,1156
132,63
156,456
401,465
679,1451
1073,528
882,1001
595,433
79,476
1042,1042
657,1272
1694,1470
1052,581
630,631
1048,267
1181,879
266,1147
596,539
423,1487
1431,811
312,416
1045,1045
565,1742
1106,591
171,1469
690,743
186,540
2072,1159
251,1040
1509,474
1452,1393
2143,626
1929,2175
804,364
1881,845
891,284
1681,1593
2244,161
938,487
318,73
744,1012
1319,908
1088,63
715,2052
1852,1514
99,534
80,107
1425,1451
637,476
27,211
1635,1573
1459,1023
424,402
431,634
1055,339
691,1012
1095,93
661,1367
921,986
1615,473
1078,1281
2004,217
1501,2202
4,280
150,367
1004,1388
376,352
922,1065
1622,537
502,369
2020,2051
2192,1036
1240,745
1218,568
95,482
1476,267
245,1169
949,1227
1743,1743
1319,1352
750,1455
829,534
606,134
1291,1026
2002,251
1915,1811
21,620
265,465
158,331
861,882
244,537
838,1044
146,206
799,1229
1561,2216
1705,1464
401,476
585,1001
1486,950
276,192
1682,602
1683,296
398,416
2040,1897
2274,1573
538,418
1058,83
371,1132
180,589
745,1304
331,277
1759,1518
1775,1060
187,367
228,13
131,131
676,950
1575,477
477,250
1056,766
603,137
1689,2208
1431,1344
449,1685
191,413
1015,367
1148,1411
1156,537
709,363
825,766
645,1472
4,427
1675,2143
1385,940
473,477
619,102
1979,984
568,1879
2165,561
1002,1825
1357,1973
1011,315
1336,513
1153,842
1245,1245
142,465
1127,1127
29,1360
196,1704
906,241
1309,530
1862,1862
1079,1308
1824,1859
1654,2082
1814,368
1157,842
1873,1393
44,44
47,660
484,626
1681,86
1220,1088
1896,995
509,485
467,250
1459,699
2182,934
518,375
1501,1422
1743,1749
1030,123
1752,1341
1507,364
829,476
998,939
1013,967
209,1776
1338,1339
1153,565
1144,1276
32,1360
1819,1852
2166,1883
1218,1522
1866,1811
758,513
2096,1806
1351,650
574,602
655,634
1395,987
783,217
546,367
492,1310
1372,930
1251,586
22,2201
122,171
1075,272
550,2264
39,421
272,643
1981,174
1578,564
984,984
2163,2163
475,1575
348,476
1406,1412
1635,995
1508,208
1558,1558
1370,2047
1417,1364
1568,1568
591,364
587,211
750,2253
83,83
2149,2179
665,969
319,391
1411,1309
172,634
890,890
154,64
2192,820
1251,1082
1596,1789
1113,901
1107,1281
2268,2109
961,1140
381,271
226,222
1825,1672
2126,418
1873,1152
360,360
1019,887
1499,1598
863,93
2187,367
3,757
259,70
795,1130
369,369
645,1381
1780,1704
154,134
1154,1244
908,1044
2191,607
1574,101
401,250
63,2045
1301,1299
2073,744
1429,1288
1487,626
1130,174
83,2256
2104,2104
1528,2113
885,852
216,59
1969,478
1528,304
5,421
278,838
1413,741
367,217
1003,1825
1124,1130
1535,1849
933,473
1336,580
1957,1857
996,480
1411,242
750,548
825,761
1668,1883
2112,2114
1805,2050
2172,1634
1652,1652
1339,1339
1444,1484
2150,1849
137,645
1257,193
1073,1980
664,773
2263,1525
1743,345
1493,1121
1385,1340
689,684
480,719
550,406
1814,367
2048,2184
180,1756
1006,2220
238,483
738,1295
393,141
1177,1458
2163,1283
852,569
819,834
1402,367
587,64
2032,2091
245,1740
1470,1635
2128,1664
753,821
1864,790
2034,1691
1578,297
515,1789
57,240
1883,1197
839,59
1797,399
1606,345
1404,455
1965,1967
2006,492
367,533
560,2171
1459,698
304,304
331,158
2179,1812
422,403
1004,938
750,554
1023,699
1168,1320
260,48
1993,2117
1687,2102
997,497
477,1240
1199,744
709,320
602,602
205,476
1968,1723
573,63
1939,927
2056,1493
1665,591
34,626
1266,363
1251,1251
157,369
74,1728
550,213
275,1407
201,465
1123,1407
293,63
976,1342
784,627
1033,1412
453,565
2215,2215
2192,1846
2079,2016
18,620
402,617
298,36
538,539
348,70
147,2035
415,487
308,122
1011,522
126,550
119,1622
6,421
550,2097
2014,580
1850,102
437,354
682,250
1756,192
514,1141
2056,1121
448,1212
1859,1862
331,284
1375,882
1494,392
812,766
287,363
1452,579
999,1406
2061,2148
27,932
1766,2203
2076,1694
1016,1214
957,1838
522,476
1734,1670
753,1089
2126,2161
2036,1749
228,515
750,2238
1983,1714
1320,476
416,477
1305,123
799,1083
617,402
345,345
1572,607
780,1314
886,1264
34,1170
1385,1633
2027,103
1575,465
2252,2148
1571,326
2158,2163
2088,74
2080,1302
41,613
1646,1886
19,478
103,655
1759,1540
1553,1124
335,161
508,63
1909,446
1985,1102
2199,1976
256,256
1635,1197
2192,989
1128,1288
21,392
1446,1264
1508,250
2191,1123
34,473
210,2230
807,945
215,14
1559,2253
109,250
1992,1250
1633,1632
1713,1742
740,389
2244,602
1811,1775
2257,134
1850,465
389,497
745,476
486,486
1906,1846
1420,1151
765,765
1646,60
2122,389
1944,1130
208,476
932,1362
334,106
1464,36
702,809
1594,1364
161,1374
1301,1295
2010,403
748,150
1772,254
2002,1981
176,1240
133,368
573,634
1635,1668
1788,623
490,942
1031,933
1533,491
474,208
208,400
66,651
927,1132
32,1653
1909,2054
727,1635
2072,1113
1216,591
472,632
382,467
608,375
1135,2073
236,465
1603,1512
1515,2207
753,668
1588,2145
1752,532
748,1128
1931,2050
293,2045
715,229
201,476
1839,1302
2002,1288
1231,389
531,2260
216,358
1873,134
581,465
1222,678
1120,1842
1457,1250
870,134
752,1828
1027,1264
1152,591
2054,1642
766,761
1218,1554
2274,1525
1650,1803
370,135
656,476
1118,537
83,2174
2063,1799
746,413
1152,1334
1095,1007
1442,989
715,575
667,1089
1076,364
2051,2022
1723,1779
2020,436
1238,1243
1728,2052
1909,1124
715,1778
2100,1407
2101,2101
567,364
4,736
814,1086
1835,632
1833,2056
550,636
1350,1392
142,467
734,64
219,219
656,1406
1088,1185
1386,1473
2192,1913
1386,1472
1632,378
1508,473
687,689
1145,513
1937,1077
1506,1511
100,579
1436,1341
2038,364
1873,480
170,1245
1550,481
138,658
1291,706
1911,208
1121,221
1011,1590
1307,662
1140,1045
861,1128
1590,406
924,1123
286,537
542,542
282,200
372,0
1845,1344
1464,1467
1607,2220
552,364
129,305
1280,1089
108,632
1477,476
1054,339
249,330
1632,367
512,1655
942,492
1319,1633
1347,363
274,477
1697,2091
592,494
2092,537
1118,620
1097,345
1188,816
286,93
894,2113
1743,364
1515,831
459,219
584,476
117,116
382,465
1509,20
1263,939
1572,418
150,767
1349,889
138,476
564,477
698,1388
2206,1072
485,1462
612,2201
3,2108
1988,193
950,950
258,92
1153,463
752,36
1624,1939
342,342
874,684
1488,2075
429,208
596,2013
1878,2144
992,21
1389,1118
473,51
469,468
505,3
1774,1887
1087,950
722,722
2234,1156
550,465
1632,1341
2138,581
868,989
2182,2102
1378,84
983,983
1585,1586
645,1893
1310,1312
1324,1324
22,634
893,485
2255,1633
865,219
1949,54
1839,221
1342,1435
888,344
1354,626
1690,2071
2121,316
2264,1691
1264,992
2015,1721
459,0
1550,893
2064,1977
312,312
284,53
709,1069
329,632
484,465
1110,650
1767,631
277,277
81,375
645,1894
78,632
817,1121
1588,106
823,557
709,1364
1752,1861
784,1451
1324,134
993,1349
229,934
874,1134
1762,1762
771,1093
884,888
2077,2001
342,341
178,421
954,825
878,1124
906,725
2039,1897
1942,1948
168,3
2002,1980
1738,486
266,1169
2112,304
1674,2230
848,1341
4,91
1598,1469
550,54
863,1153
1257,511
935,744
1778,2138
584,465
394,634
675,2237
1399,1441
1089,1242
716,787
1523,1969
1124,634
1984,1364
392,565
1518,1540
152,513
2101,477
713,2162
812,811
531,528
938,1309
994,1003
1029,1375
765,1302
1698,1872
1517,115
2114,2113
593,634
1045,1044
1811,1398
926,1478
2158,537
1885,217
1829,389
2171,2171
2143,1799
1766,1410
1240,138
302,1777
1049,481
2133,123
2010,2010
2219,1853
805,2192
1085,364
2126,1632
1697,465
1355,463
857,1123
1336,632
457,634
1873,1088
1017,454
244,497
398,412
1075,579
2081,1128
2004,2197
1247,854
1995,565
800,1376
448,1207
2149,492
1797,617
818,1573
468,1991
505,465
1071,668
454,939
1166,1322
766,476
2060,345
1119,964
682,1430
1788,2230
1670,2021
48,476
1551,214
1725,367
97,763
2090,464
2054,363
1413,1413
204,844
1232,683
542,1044
847,901
13,219
795,1128
260,465
539,2085
2046,2114
448,448
325,579
285,412
1168,476
1353,1740
278,1044
1873,2122
701,765
1922,175
821,1071
2151,292
849,849
1515,1617
71,250
1240,476
1088,1362
2019,64
144,481
1627,1612
502,256
1098,604
715,471
1044,1044
905,1419
213,51
722,2047
2179,86
480,389
550,1691
1358,766
1712,1711
423,2043
358,1264
235,1797
1587,2045
1088,13
1661,1450
892,881
1326,1020
707,1556
1381,1386
258,364
1784,392
235,402
1797,402
1615,618
92,1089
1909,1214
531,1334
1521,1447
432,2021
1801,1586
1126,979
208,1261
208,766
1451,412
2255,1132
899,900
1343,953
457,457
1672,476
223,2045
558,634
61,655
1391,1324
1372,1777
772,870
1077,363
2172,2120
1907,123
1621,1621
2001,1771
985,2179
1980,413
1992,1157
1692,2123
1667,1677
1028,684
1846,1450
2185,2054
1963,2124
2054,2050
463,537
474,33
1018,1234
2083,192
1141,1312
16,634
1882,1828
471,142
297,296
1038,778
1211,577
2169,2149
1447,1578
1160,540
663,969
119,192
2192,2196
2257,85
850,745
2045,97
1915,1573
906,514
1633,1385
1886,560
840,480
1956,1874
1551,420
858,1245
1503,1608
1266,1341
1558,2084
492,1309
541,465
1520,1487
535,443
1508,384
1165,1469
1832,1771
1038,779
102,499
1638,364
1115,191
1822,1853
1373,1270
1055,1054
1240,54
750,413
1569,1853
1469,901
1845,534
761,811
1105,1109
715,1332
117,1464
550,478
2164,418
2235,2045
532,1352
1642,845
2143,467
1145,2252
1726,1563
1829,1783
178,423
1578,654
863,392
512,2011
1142,1025
618,296
1933,1092
2080,736
2012,787
1930,123
252,1117
894,614
1353,1393
338,1302
1016,1218
1225,568
1340,1123
1683,618
370,369
1104,1104
687,687
1201,921
564,1240
480,392
1920,513
1035,2192
1910,2191
1883,1883
1128,1130
2136,1302
1521,476
74,74
1779,389
2245,2023
1978,568
1753,106
567,567
1885,1376
832,725
1208,700
1903,1992
997,1108
372,13
848,889
1623,1071
645,2186
1399,406
1360,804
530,1312
461,367
203,649
1202,668
2220,839
638,13
496,310
539,579
780,565
131,634
54,476
478,70
786,731
1563,1722
2206,2122
2209,1981
1969,465
1457,1992
487,12
2198,1770
1431,812
1875,2264
1934,123
1220,1185
1463,862
180,413
927,219
554,63
798,1123
2017,2113
205,205
1597,1597
1612,632
1873,367
462,476
1330,545
375,1657
355,1007
1204,778
1966,1966
1359,766
996,1042
1152,115
2125,264
956,856
70,476
2050,845
236,250
1909,1805
1447,3
97,36
1923,1906
2002,1040
604,1026
2149,1276
686,1056
105,632
1574,1308
2271,744
1211,1324
1121,1493
1509,208
687,1134
996,1977
2262,772
866,718
332,193
1318,1014
2205,1213
1769,1213
402,399
1279,586
665,1548
750,2160
1733,2234
1949,260
406,522
1131,853
734,1166
1224,793
311,311
996,1128
48,1240
1648,1811
59,1244
1534,1849
2265,1496
24,1374
412,476
2063,476
2174,2256
2191,1902
557,296
2221,2221
459,638
1441,757
2166,2024
728,1435
2192,787
1652,1730
298,763
468,1742
298,1164
1357,930
1725,217
1744,2052
1514,1852
55,492
358,1215
2053,575
1000,944
412,477
1859,1859
19,375
632,1612
1192,476
1900,1634
954,812
1484,1484
696,1407
1350,582
1300,1282
2003,400
364,412
1078,1300
1653,635
544,69
1546,2181
2080,645
971,1324
785,1057
2148,115
1215,1149
205,115
1755,1263
2240,1735
1574,1846
492,514
2156,485
219,13
706,604
473,401
1864,1920
1189,1189
1291,950
465,250
37,634
398,3
1756,1755
1345,1345
1262,1264
1277,513
497,537
27,13
59,996
947,1108
1322,64
583,583
1792,254
402,402
415,464
466,2078
2076,583
344,193
1826,1740
258,1242
471,1170
241,55
2084,2084
707,1295
1999,1407
249,485
1172,929
1873,1379
1088,667
824,57
1539,1556
1200,927
561,2007
357,164
1843,115
2064,1132
33,208
1305,1777
310,1794
1601,1997
1374,347
189,75
171,1704
927,1342
996,1006
475,250
1003,626
1852,1529
826,208
485,619
384,162
1558,45
2130,1943
1477,626
